ALPHA_OVER,../db/d8c/group__cudaimgproc__color.html#gga320de8db3b0d8624e9b92fc6b117b694a5d7ef7ce41890165b48db13c4b07b800
ALPHA_OVER_PREMUL,../db/d8c/group__cudaimgproc__color.html#gga320de8db3b0d8624e9b92fc6b117b694a42038364eec729063da1129f91da7ae8
ALPHA_PLUS,../db/d8c/group__cudaimgproc__color.html#gga320de8db3b0d8624e9b92fc6b117b694af8c43ced61d1ac7235d1b0a3e37d8127
ALPHA_PLUS_PREMUL,../db/d8c/group__cudaimgproc__color.html#gga320de8db3b0d8624e9b92fc6b117b694a48edec2d9e068d4727c917bbe240c714
ALPHA_PREMUL,../db/d8c/group__cudaimgproc__color.html#gga320de8db3b0d8624e9b92fc6b117b694a58f446076264b432bd4dbf90eeac74d2
ALPHA_XOR,../db/d8c/group__cudaimgproc__color.html#gga320de8db3b0d8624e9b92fc6b117b694a5f2df452a2f9ecf4153d8f2ff0cdf18b
ALPHA_XOR_PREMUL,../db/d8c/group__cudaimgproc__color.html#gga320de8db3b0d8624e9b92fc6b117b694afba1dd6df9231630810091dba1ba1c9a
alphaComp,../db/d8c/group__cudaimgproc__color.html#ga08a698700458d9311390997b57fbf8dc
AlphaCompTypes,../db/d8c/group__cudaimgproc__color.html#ga320de8db3b0d8624e9b92fc6b117b694
alphamat.hpp,../d7/da5/alphamat_8hpp.html
alphamat_tutorial.markdown,../d5/d42/alphamat__tutorial_8markdown.html
ALT,../d3/d06/classcv_1_1viz_1_1KeyboardEvent.html#ad2568598ed2c4041aac83c29dc213285afd9ab1f5c695ae44e49a8a932431dc61
AM_FILTER,../da/d17/group__ximgproc__filters.html#ggadd1227d417ac1d12db3444fa5cdcb50baf5dab3b48abd1fff2316a98a3f1f03b3
amacrinCellsTemporalCutFrequency,../d9/d93/structcv_1_1bioinspired_1_1RetinaParameters_1_1IplMagnoParameters.html#ad50ef2a35801eb5e0b2d7ad9e20c33f3
AMBIENT,../dc/d5c/group__viz__widget.html#ggae4df8152c2d8639b915eccd0bb90f8acac8a6d0b96e27a89f2b240c0c867a44d7
amethyst,../d4/dba/classcv_1_1viz_1_1Color.html#a980cc0325d5b14936fff7abe3c47054f
amFilter,../da/d17/group__ximgproc__filters.html#gaa64a0d71e930e75b2a174e9acc38c37b
amt_k,../d6/d4d/structcv__camera__intrinsics__pinhole__32f.html#a33cd4efecd88d82878a8553dc64efc2b
amt_p,../d0/d32/structcv__camera__intrinsics__pinhole__64f.html#a1faa646b53b4800d7da8d23eae61b308
amt_s,../d0/d32/structcv__camera__intrinsics__pinhole__64f.html#a6a92d0df06afcf1b2ad203e23c22b62b
analysis,../db/d7c/group__face.html
analyze,../d7/d32/tutorial_js_histogram_begins.html
AnchorThresholdValue,../d0/da6/structcv_1_1ximgproc_1_1EdgeDrawing_1_1Params.html#a0e23e91ab0434cbf0eafd44b2d04388d
and8u,../d3/ddd/group__core__hal__functions.html#ga1a479a26d137b754fbc2b1741a7ac896
android_dev_intro.markdown,../d1/dc0/android__dev__intro_8markdown.html
android_dnn_intro.markdown,../de/d5c/android__dnn__intro_8markdown.html
android_ocl_intro.markdown,../d1/dd0/android__ocl__intro_8markdown.html
ang_th,../d6/d03/structcv_1_1line__descriptor_1_1LSDParam.html#a7151b3d4884a15d9a55962017dcf8b1b
angle,../db/dd6/classcv_1_1RotatedRect.html#a6bd95a46f9ab83a4f384a4d4845e6332
angle_row,../db/d06/classcv_1_1cuda_1_1SURF__CUDA.html#a3b5156553e52661b04bf02fa9628f746ab6931becd145cd66fbd03c80896cb3de
angle_step,../db/d25/classcv_1_1ppf__match__3d_1_1PPF3DDetector.html#af9e47c5d420dfe5f53eb6a615222d9ca
angle_step_radians,../db/d25/classcv_1_1ppf__match__3d_1_1PPF3DDetector.html#aac17f71a9392d3152a57b5c59ec29b2c
angle_step_relative,../db/d25/classcv_1_1ppf__match__3d_1_1PPF3DDetector.html#ad5329f040b31639cb47c32fd7bdd5cb7
AngleRangeOption,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3e
angleThreshold,../d9/d63/classcv_1_1rgbd_1_1FastICPOdometry.html#a1bc93cb13d3a07ec8901b070aa726f8f
anisotropic_image_segmentation.markdown,../d8/d5f/anisotropic__image__segmentation_8markdown.html
anisotropicDiffusion,../df/d2d/group__ximgproc.html#gaffedd976e0a8efb5938107acab185ec2
ANN_MLP,../d0/dce/classcv_1_1ml_1_1ANN__MLP.html
ANN_MLP_ANNEAL,../dd/ded/group__ml.html#ga41d135383c258bd312a54a7964a6e7c3
ANNEAL,../d0/dce/classcv_1_1ml_1_1ANN__MLP.html#a012b34ee340b5d4d11b6844e12816181a1c1f898fdf7406d1f114ddfd8e06ae4e
any,../d9/dc4/classcv_1_1util_1_1any.html#ae19f50e18243258f74bb699a5bd0bf51
any.h,../df/d8d/any_8h.html
any.hpp,../d2/d62/any_8hpp.html
any_cast,../d3/dce/namespacecv_1_1util.html#a6b4f3673528fd8c1273e5fe4a404666e
api,../d4/d3e/tutorial_facemark_add_algorithm.html
api_description,../d3/dde/structOpenCV__API__Header.html#a126f169513031bd754899ff3f9b4a3bd
api_version,../d3/dde/structOpenCV__API__Header.html#a40d9cc3d5864f0d2a99e306228a37cdc
APPEND,../da/d56/classcv_1_1FileStorage.html#a973e41cb75ef6230412a567723b7482da049591e6d1749b29bb206909c70b2470
Appendix,../da/d60/tutorial_face_main.html#face_appendix
appendPose,../d5/d22/classcv_1_1ppf__match__3d_1_1Pose3D.html#a4aaae88410db92cad52250668e24b5c6
application,../d5/df3/tutorial_js_trackbar.html
applications,../da/d6a/tutorial_trackbar.html
apply,../d5/df2/classcv_1_1cuda_1_1BackgroundSubtractorGMG.html#a9bfd022be3fb7696e7a16ba2a49d201f
apply_visitor_impl,../d9/dab/namespacecv_1_1util_1_1detail.html#ad6e93d4090054a03b1a25c8beb1b2175
applyChannelGains,../de/daa/group__xphoto.html#ga95fba1ce3eb262ed1b5dbb4385f8b590
applycolormap,../d3/d50/group__imgproc__colormap.html#gadf478a5e5ff49d8aa24e726ea6f65d15
applyfasttonemapping,../dd/d73/classcv_1_1bioinspired_1_1RetinaFastToneMapping.html#ad84c0513227ddaa3fb0c23cc37cc4f3a
applyHalideScheduler,../d3/d6c/classcv_1_1dnn_1_1Layer.html#a581a5897abb8f62bc1cb1bb400398ffc
applyImage,../df/d6b/classcv_1_1segmentation_1_1IntelligentScissorsMB.html#aebe3110df30387460677c85c6754587a
applyImageFeatures,../df/d6b/classcv_1_1segmentation_1_1IntelligentScissorsMB.html#ab56d02d473a79c931d9298c1c6c53043
applyTransform,../d9/d26/classcv_1_1viz_1_1Widget3D.html#a45a01c3f9e91367c7de5832bc8e60d0d
applyTransformation,../df/dfe/classcv_1_1ShapeTransformer.html#a30227d0a64fb1747a90ed7efa1519cef
applyTransformationToPoints,../da/d8b/group__conditioning.html#ga7b77333794ddab27da390b19baa033b2
approximation,../dc/dcf/tutorial_js_contour_features.html#autotoc_md1575
approxPolyDP,../d3/dc0/group__imgproc__shape.html#ga0012a5fdaea70b8a9970165d98722b4c
approxPolyN,../d3/dc0/group__imgproc__shape.html#ga88981607a2d61b95074688aac55625cc
apricot,../d4/dba/classcv_1_1viz_1_1Color.html#acccf8b8c34021cbba55353ac4af4bfb5
aprilTagCriticalRad,../d1/dcd/structcv_1_1aruco_1_1DetectorParameters.html#a99fc2fa5a18922e2e23865a118d0ea9a
aprilTagDeglitch,../d1/dcd/structcv_1_1aruco_1_1DetectorParameters.html#ab7ffda0665ca2ba83822b768f00ed946
aprilTagMaxLineFitMse,../d1/dcd/structcv_1_1aruco_1_1DetectorParameters.html#a750257a7d94461485c9a181e24407250
aprilTagMaxNmaxima,../d1/dcd/structcv_1_1aruco_1_1DetectorParameters.html#acf6a0da0ae6bcd582c51ae14263df87a
aprilTagMinClusterPixels,../d1/dcd/structcv_1_1aruco_1_1DetectorParameters.html#aa5be4f1c6ac11cc6209136c7ce226112
aprilTagMinWhiteBlackDiff,../d1/dcd/structcv_1_1aruco_1_1DetectorParameters.html#ae0d308524dc4ea53d0257799254f18c2
aprilTagQuadDecimate,../d1/dcd/structcv_1_1aruco_1_1DetectorParameters.html#ac15a220f3f842e1b5c53d5f179a35ed9
aprilTagQuadSigma,../d1/dcd/structcv_1_1aruco_1_1DetectorParameters.html#a9b3abaa8c7c29c6a5deb4e071b3acf76
AR_hmdb,../de/d42/classcv_1_1datasets_1_1AR__hmdb.html
ar_hmdb.hpp,../d1/d98/ar__hmdb_8hpp.html
AR_hmdbObj,../d1/da9/structcv_1_1datasets_1_1AR__hmdbObj.html
AR_sports,../d5/d36/classcv_1_1datasets_1_1AR__sports.html
ar_sports.hpp,../d7/d90/ar__sports_8hpp.html
AR_sportsObj,../d0/dec/structcv_1_1datasets_1_1AR__sportsObj.html
arcLength,../d3/dc0/group__imgproc__shape.html#ga8d26483c636be6b35c3ec6335798a47c
are_different_t,../d3/dce/namespacecv_1_1util.html#ac9c8953efdea7776932b453ab3d40830
are_meta_descrs,../d2/daf/namespacecv_1_1detail.html#aa9a2d974aa7c71968bfd9649ee903a36
are_meta_descrs_but_last,../d2/daf/namespacecv_1_1detail.html#a573723d31cccc765fe39151fe46a3649
area,../dc/dcf/tutorial_js_contour_features.html#autotoc_md1571
area_height,../d8/d3d/structcv_1_1cudev_1_1CommonAreaInterPtr.html#a9d3ab2324aeebf48861c1b8be475f71b
area_width,../d8/d3d/structcv_1_1cudev_1_1CommonAreaInterPtr.html#a1e1cea958df9ae5cb84607588f7eb0b7
arg1,../d5/dee/structcv_1_1cudev_1_1Binder1st.html#af20116f988cdc40eb38d7f73d05dfd91
arg2,../d6/db4/structcv_1_1cudev_1_1Binder2nd.html#acdc9f0eae0dad0515fdd90d14c482774
ArgKind,../d2/daf/namespacecv_1_1detail.html#a97a661738725552712698d4c48b5d131
ArgLayer,../d8/dde/classcv_1_1dnn_1_1ArgLayer.html
args,../dd/d4c/classcv_1_1ocl_1_1Kernel.html#ae0e07521e34db7825be2dc7b36dbaa56
argument_type,../df/d11/structcv_1_1cudev_1_1unary__function.html#ae9c3b1479fca7f4d678999a91a436d6e
arguments,../d9/d29/group__gapi__compile__args.html
arithm_op,../d2/dcf/namespacecv_1_1cann.html#ad8a0d45a722a408437289dc76af22845
arm_crosscompile_with_cmake.markdown,../d5/d49/arm__crosscompile__with__cmake_8markdown.html
ARO_0_45,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3ea29ee7f86306ebea2e7e489b307e27c3d
ARO_315_0,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3ea7a68852e321bceeba7d63a2784400ee1
ARO_315_135,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3eacf201e7104201a24452e6ade448de92f
ARO_315_45,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3eadc2b721b1557d012403d37f6a30e0d3a
ARO_45_135,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3ea2e520252ceea6620dda5c8b403cfac0a
ARO_45_90,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3eaa8d304ccb0d916daaf7ba094f40e7273
ARO_90_135,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3eab091550fe679b3fec9aff3efe7529810
ARO_CTR_HOR,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3ea728dc85bd644c37d0b17da12800fd266
ARO_CTR_VER,../d9/d29/namespacecv_1_1ximgproc.html#a6084e9c9732060c84a1e5fc55062dd3eaca048d27204d9cd39c4af66d86295d2f
array,../d1/df4/structcv_1_1cudev_1_1ArrayWrapper.html#a306fd296d76159d85ca6d90f4741ce9f
ARRAY_BUFFER,../d3/d68/classcv_1_1ogl_1_1Buffer.html#a830568a629457171cb07918537ec66bea62a4126c42da95e41facc4f84475f44a
arrayInt,../d4/db3/structcv_1_1dnn_1_1DictValue.html#ab87209295a63ac51a40129074c08546e
arrayReal,../d4/db3/structcv_1_1dnn_1_1DictValue.html#a904c466e944eecf6683d5bba8d89984c
arrays,../d6/d53/classcv_1_1ogl_1_1Arrays.html#ad7084cc4c4d8f6a6b381480088fea7e7
arrayString,../d4/db3/structcv_1_1dnn_1_1DictValue.html#a80564c784d4513f070a60f781b8d7c58
ArrayWrapper,../d1/df4/structcv_1_1cudev_1_1ArrayWrapper.html
arrowedLine,../d6/d6e/group__imgproc__draw.html#ga0a165a3ca093fd488ac709fdf10c05b2
aruco.hpp,../d9/d53/aruco_8hpp.html
aruco_board.hpp,../d0/d78/aruco__board_8hpp.html
aruco_board_detection.markdown,../de/d6c/aruco__board__detection_8markdown.html
aruco_calib.hpp,../db/d50/aruco__calib_8hpp.html
aruco_calibration.markdown,../d6/d1e/aruco__calibration_8markdown.html
ARUCO_CCW_CENTER,../d9/d6a/group__aruco.html#gga27275294ed214f3872ddef00d86d40d5a79ac9952e6e5f6c0d740626f7e9a8759
ARUCO_CW_TOP_LEFT_CORNER,../d9/d6a/group__aruco.html#gga27275294ed214f3872ddef00d86d40d5ac2bcbef302a6b19c879503cd282803ea
aruco_detection.markdown,../db/d20/aruco__detection_8markdown.html
aruco_detector.hpp,../d8/deb/aruco__detector_8hpp.html
aruco_dictionary.hpp,../d1/d21/aruco__dictionary_8hpp.html
aruco_faq.markdown,../da/d22/aruco__faq_8markdown.html
arucodetector,../d2/d1a/classcv_1_1aruco_1_1ArucoDetector.html
arucoDetectorImpl,../d2/d1a/classcv_1_1aruco_1_1ArucoDetector.html#aabdb25744590759b50498cb8421e70de
AS_IS,../dd/dac/classcv_1_1detail_1_1Timelapser.html#a3ecf4c83668961e8fbc5dcf5c13133f4a3aa37e46f04bc8e707fca72d592023eb
ascend_npu_image_processing.markdown,../d8/d7b/ascend__npu__image__processing_8markdown.html
ascendc_kernels.hpp,../dc/d5b/ascendc__kernels_8hpp.html
ascendevent,../d6/daf/classcv_1_1cann_1_1AscendEvent.html#a72fe489187a619818ffe7f1f01ead08a
ascendeventaccessor,../d6/daf/classcv_1_1cann_1_1AscendEvent.html#ac76b51395adeaee2e032170b116a399d
ascendmat,../d3/d85/classcv_1_1cann_1_1AscendMat.html#a6273371903334faa55415311e905a0f3
ascendpicdesc,../dc/db1/structcv_1_1cann_1_1AscendPicDesc.html#a8c63bad482ef91f5d08226b484004978
ascendstream,../d7/dcc/classcv_1_1cann_1_1AscendStream.html
ascendstreamaccessor,../de/df3/structcv_1_1cann_1_1AscendStreamAccessor.html
ascendtensor,../d7/d40/structcv_1_1cann_1_1AscendTensor.html
ascii,../d2/dbf/structcv_1_1QtFont.html#a5b53c2c5ad9b511c364628ec7ddeccf1
ASGD,../de/d54/classcv_1_1ml_1_1SVMSGD.html#ab028695cc8ec1491888d8d03f80bc8c2abb41d794ce113aa2123f45120e8354af
asin,../df/dfc/group__cudev.html#gac7a28532390be9aa4666ffbc0a1a8808
asin_,../df/dfc/group__cudev.html#gae9dcc167f8bf5ef82029d5bc8f431219
asin_func,../d9/dee/structcv_1_1cudev_1_1asin__func.html
asinh,../df/dfc/group__cudev.html#ga9f2706206f5121113e535b8188245459
asinh_,../df/dfc/group__cudev.html#ga40ad3894accc76296ffbeb0c35e25916
asinh_func,../d0/d43/structcv_1_1cudev_1_1asinh__func.html
AsinhLayer,../de/da9/classcv_1_1dnn_1_1AsinhLayer.html
AsinLayer,../d6/d3b/classcv_1_1dnn_1_1AsinLayer.html
asInterleaved,../d0/d82/structcv_1_1GMatDesc.html#ace08ce0c2a52718ecf3cc2729b686021
aspect,../d4/d0a/structcv_1_1detail_1_1CameraParams.html#af75930059b53838d8d65ae8b677840da
aspectRatio,../d6/d50/classcv_1_1Size__.html#a2b608524f19d01184e6e954b976e102f
asplanar,../d0/d82/structcv_1_1GMatDesc.html#a64d49089afba7414b51f27b8bbffb2e1
assert.hpp,../d2/d54/assert_8hpp.html
assert_predictions,../d1/d0a/classcv_1_1dnn__objdetect_1_1InferBbox.html#a7934b3d0aeb136e71abf2f410230d113
assertNormal,../da/d4a/classcv_1_1Quat.html#ac21b01e626dc888bdf69d0f1f7d8b060
assertTest,../d0/d93/structNcvCTprep_1_1assertTest.html
assign,../d2/d9e/classcv_1_1__OutputArray.html#abd47d94d5cc2cc5889e3ae61a9f84472
assign_row,../d0/d06/namespacecv_1_1gapi_1_1own_1_1detail.html#ade6038d3a875aa1114b5ddeaaa696e79
assignto,../d2/d40/structcv_1_1cudev_1_1TransposeBody.html#a14e6b573d82b37cff46690ee76bb7f07
Assimp,../d2/d17/group__ovis.html#autotoc_md93
ASYMMETRIC_GRID,../d2/dd1/structcv_1_1CirclesGridFinderParameters.html#ad83bbd88c4d01f670638e8ef4ffa6240a228f5c800931e5548a6eb45cd86cb0df
async,../dd/de9/namespacecv_1_1gapi_1_1wip.html#aa35e6adf04cbfece186913af1e4c371e
async.hpp,../d5/d2c/async_8hpp.html
async_apply,../dd/de9/namespacecv_1_1gapi_1_1wip.html#a8976ecfcba1d3e9eef6dca402af3db5a
ASYNC_CLEANUP,../db/d58/structcv_1_1UMatData.html#a4aaeab7d089a219c65db6b6b62bd4d12accd8af313f75caee034b5f3ed25027a5
async_promise.hpp,../d6/dc4/async__promise_8hpp.html
asyncarray,../d4/d20/classcv_1_1AsyncArray.html#ab70c3efa65213c3a099d7fec44c4c8cc
Impl,../d0/d6b/classcv_1_1AsyncPromise.html#aa7ee836a29c724a5f017b2f3b86a5abb
asyncEngineCount,../d7/d7c/classcv_1_1cuda_1_1DeviceInfo.html#ae6f4cce774f4b4516923f78a3baa1910
asyncpromise,../d0/d6b/classcv_1_1AsyncPromise.html
at,../de/d26/classNCVMatrix.html#a43bf1b0073ea715c49cb13091595bda8
atan,../df/dfc/group__cudev.html#ga2f1e91e4112660c333cfa90c58360478
atan2,../df/dfc/group__cudev.html#ga9841bb4972928899b85bd903b9464b67
atan2_,../df/dfc/group__cudev.html#ga670218e2d8fefa57f51a401bba51e0d1
atan2_func,../d4/d8e/structcv_1_1cudev_1_1atan2__func.html
atan_,../df/dfc/group__cudev.html#ga4f9e3ad85a7bc4ac9b5056df188b13bc
atan_func,../df/d91/structcv_1_1cudev_1_1atan__func.html
atanh,../da/d4a/classcv_1_1Quat.html#ad3cf3c8723efdbe9bb028da0298057b0
atanh_,../df/dfc/group__cudev.html#ga4e7fb9870311f6bccf8cee47ed68a55b
atanh_func,../d1/df4/structcv_1_1cudev_1_1atanh__func.html
AtanhLayer,../d7/db8/classcv_1_1dnn_1_1AtanhLayer.html
AtanLayer,../d1/d85/classcv_1_1dnn_1_1AtanLayer.html
atdelete,../d3/d23/classcv_1_1hdf_1_1HDF5.html#a7b1f9a5d6c7bfe011670757995c77f04
atexists,../d3/d23/classcv_1_1hdf_1_1HDF5.html#a3ce1d93d746a79d6eabaadeae783956e
atFrameSize,../d7/d13/classcv_1_1AVIWriteContainer.html#a5d53b7574e0b2196962e8a2725ee5bf6
atomic.hpp,../d5/d6c/atomic_8hpp.html
atomicadd,../df/dfc/group__cudev.html#ga24983bb54630f3972b78a2daf7b0349a
atomicmax,../df/dfc/group__cudev.html#gabc9ae21a3fcf8ee75b504da0abe6da1c
atomicmin,../df/dfc/group__cudev.html#ga2a9495384dfe645d9d431a26c2102572
atread,../d3/d23/classcv_1_1hdf_1_1HDF5.html#aaeddc16f4cb1d4f1b299f477ac5b1264
attachContext,../dc/d83/group__core__opencl.html#gaf83af36be2097fd43e3eba5c8f3025b1
attempts,../d4/d72/classcv_1_1BOWKMeansTrainer.html#a38cc72f20413df1fd2de0f2e10ef9af2
AttentionLayer,../dd/da5/classcv_1_1dnn_1_1AttentionLayer.html
attrmap,../dd/dcf/namespacecv_1_1gapi_1_1ov_1_1detail.html#af3a089cce133dcf5b9de7e9c667a2dc7
atwrite,../d3/d23/classcv_1_1hdf_1_1HDF5.html#adee759dc8dd95d6423d9a236527dacb8
augAssignAdd,../d1/d9d/classcv_1_1MatOp.html#aef1fe46a1ea6c41cf63d809b0ce548d0
augAssignAnd,../d1/d9d/classcv_1_1MatOp.html#a37fae0add0d6e798ce92e557db2eeee2
augAssignDivide,../d1/d9d/classcv_1_1MatOp.html#aec933b6b67e03715da4dfce17d57ce15
augAssignMultiply,../d1/d9d/classcv_1_1MatOp.html#a2e52d774d4302c606fbc17d644eacce3
augAssignOr,../d1/d9d/classcv_1_1MatOp.html#aa32c6465441d60c7f4822fb206a426eb
augAssignSubtract,../d1/d9d/classcv_1_1MatOp.html#a3fd99639183ba7ee3b0b341c79cfac6b
augAssignXor,../d1/d9d/classcv_1_1MatOp.html#a56f3b1d244a55aa5b48c56478e587899
augmentedunscentedkalmanfilterparams,../de/d40/classcv_1_1detail_1_1tracking_1_1kalman__filters_1_1AugmentedUnscentedKalmanFilterParams.html
auto_step,../d3/d63/classcv_1_1Mat.html#a4f720be545e29c4e7b4ca61482736eb3a1c147538fd896f4f9abce9eaea9727e3
autobuffer,../d8/dd0/classcv_1_1AutoBuffer.html#a990ab2dd088c226def0e59177933c9df
autocalib.hpp,../d3/d45/autocalib_8hpp.html
Autocalibration,../d4/dbc/group__stitching__autocalib.html
autoDetectWaveCorrectKind,../d7/d74/group__stitching__rotation.html#ga5e52ee77cb336b1dfa366dc7c4056afe
AutoLock,../db/de0/group__core__utils.html#gaac6054394f54fbbc849a09f4286774e9
autoscaling,../dc/dfe/group__intensity__transform.html#ga8cc227ca2e5918620786ce44b93270e5
autotuned_index.h,../d1/dc3/autotuned__index_8h.html
AV1,../d0/d61/group__cudacodec.html#gga71943a1181287609b5d649f53ce6c146a2358693c456b56b437db6eabc5806ea4
available,../d7/d9f/classcv_1_1ocl_1_1Device.html#a702ddb75d538501184c313b56b576e7f
AVCaptureVideoDataOutputSampleBufferDelegate-p,../d7/dc6/classAVCaptureVideoDataOutputSampleBufferDelegate-p.html
avePoolPaddedArea,../de/d7d/classcv_1_1dnn_1_1PoolingLayer.html#a6138276571a0cf1f4c9ac1335c7f75b8
average_hash.hpp,../d7/d22/average__hash_8hpp.html
averageBitRate,../d3/db6/structcv_1_1cudacodec_1_1EncoderParams.html#aa308965e6873f8e869a5544943732b21
averagehash,../db/d25/classcv_1_1img__hash_1_1AverageHash.html
averaging,../d4/d13/tutorial_py_filtering.html#autotoc_md1337
AVFoundation,../db/d05/tutorial_config_reference.html#autotoc_md916
Avg,../da/dad/structcv_1_1cudev_1_1Avg.html
avireadcontainer,../d6/d8c/classcv_1_1AVIReadContainer.html#aeeb6d710add21767b1e9baa67e171c09
aviwritecontainer,../d7/d13/classcv_1_1AVIWriteContainer.html
axes,../d2/d71/classcv_1_1xfeatures2d_1_1Elliptic__KeyPoint.html#acc9ec69d02052ee9fc5634c2c2ea4534
axis,../dd/dcb/classcv_1_1dnn_1_1LayerNormLayer.html#aa1393706a669b731555b71b4e0ac0005
azure,../d4/dba/classcv_1_1viz_1_1Color.html#a694182da3ec2c3895d44455e81d3841b
b,../d0/dc4/classcv_1_1GFluidKernel.html#acba224640f0f60620a5d936cb2e6bb3e
B0factor,../d0/d22/structcv_1_1mcc_1_1DetectorParameters.html#aba81cfd8699c22d7bd55d11988f15ea4
back,../d7/d20/classcv_1_1detail_1_1tracking_1_1tbm_1_1Track.html#aab34d0ee8db657a6528e41beb7852ff6
back_projection.markdown,../d5/dbb/back__projection_8markdown.html
backbone,../d5/d9b/structcv_1_1TrackerNano_1_1Params.html#a32e78d2bf50f15debeed22b946f23cf8
backend,../dc/d1c/group__gapi__std__backends.html#gae15a5e1a5d90af30f79f1fad75afda96
backendid,../d2/dbb/classcv_1_1dnn_1_1BackendNode.html#ac55a2b7772eb34186133b5410950e944
backendnode,../d2/dbb/classcv_1_1dnn_1_1BackendNode.html#a45e71e013bb2ed695e18644a73375c33
backends,../dc/dfc/group__videoio__flags__others.html
backendwrapper,../df/d7b/classcv_1_1dnn_1_1BackendWrapper.html#aba12624858d3e17d6702d0e4061d9e65
background,../d6/d4b/structcv_1_1datasets_1_1GR__skigObj.html#a8050ffa819ecda412bb219d8044ced22
background_ratio,../d3/de9/structcv_1_1TrackerCSRT_1_1Params.html#add9a220079347042688a79d2d0fba5b1
background_segm.hpp,../db/d73/background__segm_8hpp.html
background_subtraction.markdown,../d1/d6d/background__subtraction_8markdown.html
backgroundsubtractor,../d7/df6/classcv_1_1BackgroundSubtractor.html
BackgroundSubtractorCNT,../de/dca/classcv_1_1bgsegm_1_1BackgroundSubtractorCNT.html
BackgroundSubtractorFGD,../d3/dd2/classcv_1_1cuda_1_1BackgroundSubtractorFGD.html
backgroundsubtractorgmg,../d1/d5c/classcv_1_1bgsegm_1_1BackgroundSubtractorGMG.html
BackgroundSubtractorGSOC,../d4/dd5/classcv_1_1bgsegm_1_1BackgroundSubtractorGSOC.html
BackgroundSubtractorKNN,../db/d88/classcv_1_1BackgroundSubtractorKNN.html
BackgroundSubtractorLSBP,../de/d4c/classcv_1_1bgsegm_1_1BackgroundSubtractorLSBP.html
BackgroundSubtractorLSBPDesc,../d1/de5/classcv_1_1bgsegm_1_1BackgroundSubtractorLSBPDesc.html
backgroundsubtractormog,../d8/d38/tutorial_bgsegm_bg_subtraction.html#autotoc_md1793
backgroundsubtractormog2,../d7/d7b/classcv_1_1BackgroundSubtractorMOG2.html
backgroundsubtractorparams,../d4/d7d/structcv_1_1gapi_1_1video_1_1BackgroundSubtractorParams.html#a6006f3c73f2830ae3694bbae413100f8
BackgroundSubtractorType,../d7/d9d/namespacecv_1_1gapi_1_1video.html#aedd70c42656ff75548e0f29f416359a8
backgroundType,../d9/db7/group__datasets__gr.html#gaf7e286a941a896732aa34847bab9b182
backproject,../d3/d8d/classcv_1_1PCA.html#a5f84cfbdb25b9833cc1bfb5bd484ea79
backprojection,../dd/d4d/tutorial_js_histogram_backprojection.html
BACKPROP,../d0/dce/classcv_1_1ml_1_1ANN__MLP.html#a012b34ee340b5d4d11b6844e12816181aaca348d78617e21b3fad5cc4c27e7889
backsubst,../df/df7/classcv_1_1SVD.html#ae398d073d71188ed3e18ef27801b43b8
bad_any_cast,../dc/d1b/classcv_1_1util_1_1bad__any__cast.html
bad_optional_access,../dd/dd6/classcv_1_1util_1_1bad__optional__access.html
bad_variant_access,../d1/d54/classcv_1_1util_1_1bad__variant__access.html
BadAlign,../d1/d0d/namespacecv_1_1Error.html#a759fa1af92f7aa7377c76ffb142abccaa622e509f5cbc6a96ae23205cb9dd3c97
BadAlphaChannel,../d1/d0d/namespacecv_1_1Error.html#a759fa1af92f7aa7377c76ffb142abccaaa495f4437e1fd9a14c7af9d9d4ffcdc9
BadCallBack,../d1/d0d/namespacecv_1_1Error.html#a759fa1af92f7aa7377c76ffb142abccaaf4ed2495bb6938c88e39f98395139244
BadCOI,../d1/d0d/namespacecv_1_1Error.html#a759fa1af92f7aa7377c76ffb142abccaa76945d22fdcd44f361e444bc59a8337f
